"ID","Last Name","First Name","Middle Name","Date of Birth","Sex","Race","UNID","InSample"
977,"Wilson","Jackson","Andrew","7/5/2018","Male","White","9NK83MIBXT",NA
978,"Smith","Isaac","Benjamin","1/29/2017","Male","AIAN","AZLU8A0BGF",1
979,"Anderson","Samuel","Henry","11/4/2019","Male","NHOPI","JTI7I5DYGN",NA
980,"Perez","Lucas","Jonathan","4/23/2018","Male","Asian","F3K3F6FMFJ",NA
981,"Ramirez","Gabriel","William","8/7/2016","Male","White","6V53ZMXDMN",NA
982,"Turner","Owen","Christopher","12/16/2017","Male","White","9AZ4MA43OC",1
983,"White","Caleb","Joshua","5/18/2020","Male","White","MP2J7GCA9C",1
984,"Lewis","Tyler","Jacob","10/10/2018","Male","White","I7ZL7H5554",NA
985,"Scott","Dylan","Charles","2/9/2019","Male","Asian","ZSZU14Z13B",NA
986,"Martin","Nathan","","6/8/2017","Male","White","WA32UOSRT3",NA
987,"Wright","Ryan","","1/11/2018","Male","White","QIEFZZV2PV",NA
988,"Taylor","Isaac","Elijah","9/24/2019","Male","AIAN","DUNSEGWKHO",NA
989,"Martin","Isaiah","Daniel","7/20/2016","Male","White","ACAPQTF7Q6",NA
990,"Garcia","Andrew","Matthew","11/26/2020","Male","White","Y97PNB7J8I",1
991,"Adams","Mason","David","3/14/2017","Male","White","9GX2EPHEJJ",NA
992,"Martinez","Liam","Joseph","12/19/2018","Male","Black","F4ER8XT2ZZ",NA
993,"Davis","Jacob","William","8/31/2020","Male","NHOPI","M55B8MPGPO",NA
994,"Lee","Eli","Nathaniel","2/28/2019",NA,"AIAN","HK1JGWUKFH",NA
995,"Anderson","James","Thomas","10/15/2016",NA,"White","GAIDZ67R8L",1
996,"Perez","Joseph","Matthew","6/17/2018",NA,"NHOPI","JHR0IKN73L",1
997,"Hernandez","Christopher","Sean","1/22/2017",NA,"Black","FH6EPN23GD",NA
998,"Rodriguez","Logan","Anthony","9/15/2020","Male","Black","2CXNWJZZ52",NA
999,"Kim","David","Paul","4/9/2019","Male","White","00NO5CZUO7",1
1000,"Clark","Jonathan","Steven","11/13/2018","Male","White","U5D5TWQP8L",NA
1001,"Nguyen","Kevin","Michael","7/9/2016","Male","Black","MB7YL1HEIC",NA
1002,"Brown","Evan","David","10/1/2019","Male","White","R0GIL7QTDC",NA
1003,"Wilson","Noah","Alexander","2/5/2017","Male","Black","9VKZO54GFA",NA
1004,"Smith","Benjamin","Michael","5/31/2020","Male","NHOPI","UCI0LMMN9Q",NA
1005,"Martinez","Justin","Robert","","Male","Black","ATFY102M45",NA
1006,"Lee","William","Christopher","8/25/2017","Male","AIAN","EIIH8MZL1O",NA
32,"Kimura","Maya ","Mayumi","10/12/2018","Female","AIAN","0QMR18XB7K",NA
979,"Anderson","Samuel","Henry","11/4/2019","Male","NHOPI","JTI7I5DYGN",NA
68,"Kim-Choi","Aaliyah ","Marisol","4/28/2018","Female","White","YOF3B0GX3W",1
35,"Ali-Jones","Isaac ","Arseniy","4/18/2017","Male","White","ZYRNKYG64B",1
983,"White","Caleb","Joshua","5/18/2020","Male","White","MP2J7GCA9C",1
643,"Davis","Ryan","Anthony","6/25/2019","Male","White","D3FGFP0G1A",NA
369,"Kim","Charlotte","Nicole","8/4/2019","Female","White","0O26U9DCQY",1
760,"Castro","Lorena","Evangelina","6/3/2018","Female","Black","N1A63W37FJ",NA
990,"Garcia","Andrew","Matthew","11/26/2020","Male","White","Y97PNB7J8I",1
945,"Diaz","Zoey","Elaine","2/16/2018","Female","Asian","ZSKZIK2KK7",NA
67,"Rodriguez-García","Roman ","Jelena","11/14/2018","Male","NHOPI","AD6YN2AUEH",NA
873,"Chavez","Juan","Carlos","2/18/2019","Male","White","4YXK27GB7H",1
272,"Johnson","Jamal","Amir","1/27/2017","Male","Black","ZLBITSMIFK",NA
133,"Hall","Avery","Ryan","1/7/2020","Female","White","YPOD3SKM0A",1
415,"Smith","Callie","Marie","3/9/2015","Female","NHOPI","ACR8JW8MU1",1
927,"Garcia","Mia","Rose","6/25/2017","Female","White","4N9XWC2DX3",NA
266,"Cooper","Aisha","Nicole","7/8/2019","Female","Black","F48MAZS0U3",NA
295,"Thompson","DeAndre","","7/30/2016","Male","Black","DGBJM897M9",NA
664,"Adams","Joseph","Eric","11/5/2017","Male","White","NVZW9S3756",NA
910,"Al-Malik","Hasan","","4/24/2019","Male","White","ZOPELZYI4D",1
315,"Davis","Evelyn","Faith","3/3/2018","Female","NHOPI","GM0KWHABJB",1
584,"Foster","Kevin","Anthony","11/19/2020","Male","White","3UCGF681BC",NA
946,"Adams","Leah","Rose","6/5/2020","Female","White","RXCU3UR875",NA
905,"Al-Sabah","Khadija","Hanan","3/8/2017",NA,"White","TSP7XIZL1A",NA
797,"Ramirez","Hector","Manuel","5/19/2018","Male","Black","3WNM0B95ON",NA
981,"Ramirez","Gabriel","William","8/7/2016","Male","White","6V53ZMXDMN",NA
624,"Smith","Mike","S","2/1/2017","Male","","WYKW54WO13",1
420,"Collins","Molly","Faith","1/12/2017","Female","White","76MH05C4PR",1
545,"Evans","Justin","Matthew","12/3/2016","Male","Asian","R5VQU3TDYB",NA
148,"Richardson","Drew","","12/28/2018","Male","White","VG93QIVY6B",1
398,"Davis","Skylar","Marie","9/16/2018","Female","Black","FVGWX6FEGM",NA
783,"Camargo","Carmen","Lucia","2/2/2017","Female","White","L7MIUDQ196",NA
212,"Teura","Sina","Orama","11/30/2017","Female","NHOPI","VWQQUA2N3V",1
4,"Chan","Hiro ","","7/17/2018","Male","NHOPI","MBR9ABVV5I",1
896,"Al-Mahmoud","Rasha","Noor","6/11/2017","Female","Black","UYFIEEYIO2",1
178,"Wright-Anderson","Avery","Alexander","2/25/2019","Male","AIAN","HBU2ZI2S6R",NA
613,"Turner","Chris ","William","6/27/2019","Male","White","P4UUZUH13E",1
492,"Foster","Justin","Michael","9/10/2019","Male","Black","L4R48624FW",1
354,"Kim","Leah","","4/18/2017","Female","NHOPI","12PC5P3Y23",NA
656,"Nelson","Joshua","James","10/13/2017","Male","NHOPI","4I7V22EFLA",NA
758,"Mora","Dalia","Marina","2/12/2017","Female","White","GAZ2G0N9R1",NA
513,"Green","Logan","Christopher","4/11/2017",NA,"White","J6NCR8TM3U",NA
912,"Al-Hussein","Tariq","","2/11/2016","Male","Black","WUWOEEGXW5",NA
510,"Collins","Mark","Andrew","6/7/2018","Male","Asian","T6XRE41GO7",NA
662,"Cooper","Michael","Patrick","2/22/2017","Male","White","YHPINACP0D",NA
239,"Onaona","Toa","Malakai","8/15/2019","Male","NHOPI","NX13886Q6A",1
815,"Chavez","Juan","Manuel","7/6/2016","Male","NHOPI","2E7E9NG6GA",NA
960,"Nguyen","Isla","Rose","11/22/2018","Female","Black","S9U5XRQS32",NA
908,"Abdullah","Ahmed","N","9/14/2016","Male","","9UTHP2F0IN",1
201,"Tafiti","Tevita","Manu","8/9/2019","Male","NHOPI","IAFOH62R3X",NA
496,"Cartre","Samuel","J","1/9/2019","Male","NHOPI","4FR7XLK364",1
692,"Matsuda","Yuki","Suki","11/4/2019","Female","Asian","YQ0QZ46G1K",1
248,"Nafanua","Alamea","Taula","4/4/2019","Female","NHOPI","O9P2LPWC56",NA
144,"Taylor","Emery","","1/22/2018","Male","AIAN","FAXY757J9M",NA
532,"Adams","Ryan","Robert","6/16/2020","Male","AIAN","D00TM0Y3QF",NA
395,"Singh","Scarlett","Elizabeth","12/19/2016","Female","White","K3IKGIME5L",NA
102,"Carter","Grayson","James","8/26/2017","Male","White","IX44Y297OX",NA
866,"Ramirez","Javier","","3/19/2019","Male","","8SO9YYXI7S",1
888,"Al-Saud","Rana","Mariam","8/24/2017","Female","White","3UAZ429Z9D",1
885,"Garcia","Alejandro","Francisco","4/9/2019","Male","Asian","B3RX4DCY99",NA
193,"Williams-Anderson","Jordan","Leah","7/22/2019","Female","NHOPI","5JXB1LPK97",NA
719,"Ramirez","Adrian","R","10/21/2020","Female","White","CT7CUBO7BI",1
534,"Robinson","Nathan","Matthew","12/5/2017","Male","White","VD3WEFID8R",1
313,"Taylor","Scarlett","Amelia","9/8/2020","Female","White","EQAGVNERTG",NA
507,"Rivera","Brian","Matthew","7/19/2016","Male","AIAN","R8UGYYP385",NA
242,"Noho","Kie","Hauoli","2/8/2020","Female","NHOPI","0ISSNZLY56",NA
976,"Nguyen","Nicholas","A","10/12/2020",NA,"","99BA3WQ5TF",1
282,"Wright","Clarence","Jerome","10/8/2019",NA,"Black","IAMZB2QAQB",1
221,"Falelauniu","Tui","","9/28/2018","Male","NHOPI","NELFENJJG3",NA
288,"Baker","Cedric","Lamar","5/2/2017","Male","Black","Q0P85N2CJS",1
698,"Tanaka","Hanae","So","11/22/2017","Female","Asian","Q56N2HOG5S",1
702,"Martinez","Isabella","Maria","7/23/2018","Female","White","53FA7WYBGX",NA
135,"Bailey","Dana","Avery","2/23/2017","Female","White","TJBI8FPDSJ",NA
153,"Murphy","Jordan","","3/15/2016","Female","Asian","U2NBHN0S9K",NA
45,"Patel-Shah","Selim ","Hana","12/20/2017","Male","Asian","FJQF078NW4",NA
706,"Alvarez","Camila","Fernanda","12/29/2016","Female","AIAN","QDVYWLY16W",NA
628,"Powell","Jacob","Alexander","1/20/2018",NA,"Black","OFG519S67Y",NA
452,"Chen","Isabella","Rose","11/4/2016","Female","White","X09ACHTUYL",NA
150,"Davis-Scott","Logan","","11/20/2020","Male","Asian","X8K444ZC19",1
297,"Scott","Christopher","Maurice","2/9/2018","Male","Black","J8Z5EJLBPW",NA
503,"Lewis","Mason","Joseph","12/8/2020","Male","Black","ARA4LD1II0",1
64,"Nakamura-Yamamoto","Omar ","Andrzej","5/13/2019","Male","White","3VMF0NGG8L",1
154,"Gray","Finley","","1/16/2018","Male","NHOPI","0IJCTM5XW0",NA
1001,"Nguyen","Kevin","Michael","7/9/2016","Male","Black","MB7YL1HEIC",NA
911,"Al-Masri","Karim","","12/17/2017",NA,"AIAN","KNOXKE8DNV",1
771,"Herrera","Amalia","Belen","3/23/2019","Female","AIAN","GFP4ZZCEU0",NA
348,"Brown","Eleanor","","2/1/2018","Female","White","Q83N1U8VV8",NA
361,"Smith","Naomi","Elizabeth","1/24/2017",NA,"White","W3UOT7QWIN",1
389,"Baker","Grace","","12/7/2016","Female","White","RD9KE4BYLP",NA
737,"Ochoa","Aurora","Graciela","2/20/2017","Female","Black","EUSPD3FOQZ",NA
930,"Rodriguez","Isabella","Maria","5/14/2016","Female","White","MG17TFMUUG",NA
583,"Green","Justin","Aaron","6/30/2016","Male","White","9PHMPV8VHZ",NA
826,"Ramos","Guillermo","Antonio","8/11/2019","Male","Black","6Q9D4IZN02",1
845,"Diaz","Jose","Luis","6/1/2019","Male","Asian","N6RJPU1RZL",NA
614,"Hernandez","Ryan","","11/18/2018","Male","White","IPAH5CMG4H",NA
950,"Martinez","Grace","Elizabeth","11/5/2020","Female","Asian","JGE081N8KT",1
661,"Hernandez","Benjamin","Tyler","5/12/2018","Male","White","XO6C64ZLA8",1
263,"Adams","Monique","Danielle","6/7/2016","Female","Black","YQC5VAP7S3",1
237,"Kaipo","Mikaele","Taufa","6/20/2018","Male","NHOPI","4L34LV0GCU",1
642,"Lee","Christopher","Jonathan","8/10/2020","Male","White","8QHTGNZE72",NA
250,"Matakino","Maimoa","Lanihuli","12/24/2020","Female","NHOPI","Y19BZS4XU4",NA
331,"Robinson","Claire","Olivia","4/4/2018","Female","White","I1LY35MIRT",1
671,"Park","Kim","","10/15/2018","Female","Asian","089J5GRUOM",1
743,"Quiroz","Andrea","Liliana","7/6/2019","Female","White","TXYIBRTO61",NA
505,"Torres","Caleb","","4/15/2017","Male","Black","S2OK1J6TCI",NA
58,"Park-Kim","Hiroto ","O","12/29/2019","Male","White","ARRMFAJ442",NA
13,"Martinez","Ananya ","","11/29/2018","Female","White","0SVH3B5WYT",NA
121,"King","Kendall","M","12/18/2016","Female","AIAN","C1LPF95QNJ",NA
860,"Ramirez","Manuel","Alejandro","9/14/2019","Male","Black","CYOQKZ01KD",NA
618,"Diaz","Joseph","Michael","4/28/2019","Male","Asian","1EBDMDHEYF",NA
778,"Aguilar","Estefania","Monica","12/30/2019","Female","AIAN","UZNFSHN2EA",NA
555,"Anderson","Isack","TomTom","7/13/2016","Male","AIAN","HCMF5HU9HP",1
312,"Perez","Elizabeth","Marie","11/27/2016","Female","White","V1QNZ4S7YU",NA
897,"Al-Ghazali","Hind","Salma","11/8/2018","Female","White","RE807EBON0",NA
291,"Johnson","Dominique","James","3/3/2016","Male","Black","6Z3M0BBP0M",NA
448,"Jackson","Charlotte","Rae","10/17/2017","Female","White","B8I5FS516X",NA
330,"Johnson","Savannah","Grace","2/16/2017","Female","White","M9U8GX48OW",NA
564,"Adams","Sean","Christopher","4/14/2018","Male","White","F8TERRRGG0",NA
725,"Acosta","Daniela","Rocio","12/26/2017","Female","NHOPI","WVW407E1DJ",NA
731,"Rios","Gabriela","Adriana","8/17/2016","Female","White","LD34UOEV20",NA
314,"Martinez","Aria","Madison","4/15/2017","Female","White","CA7QSI2K15",NA
435,"Williams","Julia","","9/5/2018","Female","White","L67DTP0YM1",NA
298,"Jackson","Terrance","Alexander","9/23/2019","Male","Black","JI6C9YYUGM",1
211,"Ngakau","Tama","Kauri","9/5/2019","Male","NHOPI","E4P9XOZQIB",NA
443,"Hernandez","Mia","","7/11/2017","Female","White","GG4FI067Q9",NA
989,"Martin","Isaiah","Daniel","7/20/2016","Male","White","ACAPQTF7Q6",NA
824,"Martinez","Jose","Daniel","11/9/2018","Male","White","Q1S2KIMGZ3",NA
185,"Henderson","Sage","Camila","8/11/2018","Female","Asian","PAEYPZDVL9",NA
703,"Rodriguez","Andrea","Gabriela","5/6/2019","Female","Black","0Y2M7YTUEH",NA
413,"Hernandez","Hadley","Lynn","2/8/2019","Female","White","8JRFYWSJ0K",1
730,"Zamora","Priscila","Luz","10/28/2020","Female","White","JERN4WXRSS",NA
701,"Garcia","Ana","Sofia","2/14/2016","Female","Black","TMCYFU3EKB",NA
122,"Allen","Drew","Samuel","11/21/2018","Male","Black","MU1WM6I3C3",1
543,"Cooper","Caleb","Michael","2/18/2019","Male","White","K6QKI0DSC4",1
522,"Davis","Michael","Alexander","5/1/2018","Male","Black","NLEQJNHPCE",NA
118,"James","Taylor","David","9/16/2020","Male","Asian","BYUNIMEZZM",NA
561,"Smith","Eric","Ryan","9/7/2018","Male","White","CDN7GDNJZM",NA
995,"Anderson","James","Thomas","10/15/2016",NA,"White","GAIDZ67R8L",1
843,"Torres","David","Alejandro","1/14/2017","Male","White","2Q2621FPEH",NA
336,"Davis","Everly","Sophia","11/18/2018","Female","Black","QMEOKF3XRU",1
80,"Chang-Chen","Selena ","Kiana","1/19/2020","Female","Asian","Q6FPWYVEG1",1
488,"Perez","Kevin","Alexander","8/5/2016","Male","AIAN","51NKILZ6E6",1
903,"Al-Mohamed","Laila","Nour","12/23/2018","Female","Asian","D0IOBSVCNW",NA
665,"Davis","David","Ryan","6/5/2016","Male","White","8KJS6QYBAU",NA
62,"Lee-Chang","Ali ","Veronika","9/2/2016","Male","White","W3T15GPXN2",NA
214,"Lupeamanu","Latai","Fusi","3/10/2019","Female","NHOPI","9Z1S9261KR",NA
453,"Johnson","Emily","Lynn","2/17/2017","Female","Asian","9HFOP37FEO",NA
553,"Nelson","Dylan","Joseph","10/8/2020","Male","Asian","7VXUCLF81J",NA
982,"Turner","Owen","Christopher","12/16/2017","Male","White","9AZ4MA43OC",1
637,"Brown","Kevin","Paul","9/9/2018","Male","Black","ROYRA2G91E",1
975,"Clark","Noah","Samuel","3/1/2016","Male","White","RY63L662ZE",1
176,"Ward","Cameron","Jackson","8/1/2017","Male","Black","2KY9T6TWX1",NA
468,"Peters","Lucas","Alexander","3/8/2017","Male","White","AFTXZRCRXT",NA
784,"Montes","Paola","Abril","11/7/2019","Female","White","U9JT3F6POC",NA
246,"Tuitupou","Fetu","Leilani","6/11/2020","Female","NHOPI","U98JSZYSVI",1
667,"Li","Rina","Mei","","Female","Asian","WWSLTP6BGF",NA
181,"Price","Jules","Fiona","7/5/2019","Female","White","77PBRIQBCI",NA
177,"Collins-Jones","Morgan","Piper","11/22/2018","Female","White","B0W7H99UVB",NA
854,"Hernandez","Luis","Fernando","12/14/2019","Male","NHOPI","1CJEZ7KUEC",NA
390,"Collins","Sam","","5/8/2017","Female","","H0QW2X4EKX",1
441,"Martin","Ava","Nicole","8/17/2019","Female","White","IF5D46IL2B",NA
803,"Diaz","Francisco","Javier","7/22/2018","Male","Black","EG68DP4NCQ",1
123,"Edwards","Cameron","Claire","4/14/2017","Female","White","H6Z5P5XB8H",NA
434,"Johnson","Alexa","Marie","4/21/2017","Female","White","59N9NO1SSH",1
403,"Rodriguez","Jade","Alexandra","11/8/2017","Female","Black","L6YSF3YKH0",NA
218,"Tanifa","Moana","Faiva","4/8/2020","Female","NHOPI","XG50YA3E1A",NA
470,"Smith","Benjamin","Ryan","9/4/2019","Male","White","V1YD6TUTRP",NA
537,"Lewsi","Jason","Michael","7/4/2017",NA,"Black","HDUJXT0AKE",1
350,"Davis","Reagan","","8/13/2019","Female","Asian","EHZJ8HR5T3",NA
38,"Morita","Anika ","Jia","5/10/2016","Female","White","G7ZO96JK4A",NA
498,"Morris","Zachary","Richard","5/17/2018","Male","Black","H8YEBMSUO5",NA
986,"Martin","Nathan","","6/8/2017","Male","White","WA32UOSRT3",NA
651,"Garcia","Alexander","Joseph","8/31/2017","Male","Asian","DTBZAGWE94",NA
800,"Torres","Victor","Manuel","8/5/2019","Male","White","IA7QK7PD68",NA
208,"Ika","Nani","Kaiapoi","2/7/2019","Female","NHOPI","P6UO4FT2N1",NA
333,"Wilson","Autumn","Elizabeth","6/13/2017","Female","White","19BOHIC36U",1
261,"Collins","Shanice","Marie","1/9/2018","Female","Black","4XMX20ZEXK",NA
165,"Hernandez-Cruz","Dakota","","12/23/2020","Female","White","QIBDVQ4D6N",1
200,"Davis-Lopez","Dylan","Isaac","1/8/2017","Male","White","CQZWPWFUEE",NA
742,"Rangel","Alejandra","Esperanza","3/19/2016","Female","White","JL58JH6OGF",NA
659,"Martinez","Matthew","Andrew","8/24/2020","Male","White","H6VRDHJMER",NA
49,"Choudhury","Rohan ","M","9/16/2018","Male","Black","U18NIG95WB",NA
320,"Anderson","Riley","Nicole","6/29/2016","Female","White","Y29IMI5A5M",NA
303,"Brown","Emma","Grace","9/6/2019",NA,"Black","848G0F4MW3",NA
580,"King","Brandon","Tyler","3/4/2017","Male","Asian","DV3IAOIAF5",NA
9,"González","Katarina ","","11/9/2019","Female","Asian","E0FQ1ZZON8",1
820,"Torres","Jorge","Antonio","9/16/2020","Male","White","3GQN8C8JLN",NA
364,"Martinez","Isabelle","Marie","5/4/2018","Female","White","3P1GSA47J0",NA
573,"Parker","Samuel","Robert","6/23/2019","Male","White","9FZV62OSRL",NA
27,"Iwamoto","Omar ","Khalid","9/14/2017","Male","White","39O1Y8N1TQ",NA
290,"Cooper","Jamar","Maurice","6/15/2019","Male","Black","579D82D5GC",NA
918,"Al-Ghazali","Ali","Abdullah","","Male","White","HYEASBPMGP",NA
964,"Davis","Mila","Grace","5/26/2020","Female","White","4AHL4WJLQ6",NA
653,"Robinson","Michael","John","11/25/2018","Male","Asian","S0CGDHFELJ",NA
528,"Brown","Matthew","Ryan","7/31/2017","Male","Black","DURCCCGX61",NA
847,"Gonzalez","Angel","Luis","3/5/2017","Male","White","YIRTR2RTZ2",NA
926,"Al-Sabah","Rami","Fadi","10/3/2018","Male","AIAN","FOUAFR7HJP",NA
